procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7937412 1660992 16504112    0    0     0    40 1671 1513 13  1 87  0  0 2018-03-21 09:28:23
 3  0  16592 7936780 1660992 16504124    0    0     0     5 1666 1289 13  1 87  0  0 2018-03-21 09:28:24
 3  0  16592 7936400 1660992 16504140    0    0     0    85 1744 1387 13  1 86  0  0 2018-03-21 09:28:25
 3  0  16592 7933964 1660992 16504156    0    0     0    58 1760 1737 13  1 86  0  0 2018-03-21 09:28:26
 3  0  16592 7933648 1660992 16504152    0    0     0     0 1663 1453 13  1 86  0  0 2018-03-21 09:28:27
 3  0  16592 7933400 1660992 16504172    0    0     0   227 1984 2994 13  1 85  0  0 2018-03-21 09:28:28
 3  0  16592 7933048 1660992 16504476    0    0     0     4 1638 1718 13  1 86  0  0 2018-03-21 09:28:29
 3  0  16592 7932800 1660992 16504488    0    0     0    76 1658 1356 13  1 86  0  0 2018-03-21 09:28:30
 4  0  16592 7932440 1660992 16504496    0    0     0    21 1628 1281 13  0 87  0  0 2018-03-21 09:28:31
 3  0  16592 7933444 1660992 16504496    0    0     0     1 1712 1107 13  0 87  0  0 2018-03-21 09:28:32
 3  0  16592 7933468 1660996 16504500    0    0     0   116 1693 1779 13  0 86  0  0 2018-03-21 09:28:33
 4  0  16592 7932512 1660996 16504524    0    0     0     5 1697 1446 13  0 87  0  0 2018-03-21 09:28:34
 3  0  16592 7930260 1660996 16504564    0    0     0    72 1849 1401 13  0 87  0  0 2018-03-21 09:28:35
 3  0  16592 7927696 1660996 16504628    0    0     0     0 1750 1936 14  0 86  0  0 2018-03-21 09:28:36
 3  0  16592 7927436 1660996 16504632    0    0     0    54 1733 1426 13  0 87  0  0 2018-03-21 09:28:37
 3  0  16592 7926872 1661004 16504648    0    0     0    79 1568 1207 12  0 87  0  0 2018-03-21 09:28:38
 3  0  16592 7926640 1661004 16504636    0    0     0     4 1711 2601 14  0 86  0  0 2018-03-21 09:28:39
 3  0  16592 7926144 1661004 16504660    0    0     0    39 1651 1380 13  0 87  0  0 2018-03-21 09:28:40
 3  0  16592 7925812 1661004 16504696    0    0     0     1 1723 1546 13  0 87  0  0 2018-03-21 09:28:41
 3  0  16592 7926800 1661004 16504720    0    0     0    14 1842 2027 13  0 86  0  0 2018-03-21 09:28:42
 3  0  16592 7928764 1661004 16504700    0    0     0    13 1868 1279 13  0 87  0  0 2018-03-21 09:28:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7930396 1661008 16504708    0    0     0    36 1750 1609 13  0 87  0  0 2018-03-21 09:28:44
 3  0  16592 7930500 1661008 16504708    0    0     0    69 1686 1412 13  0 86  0  0 2018-03-21 09:28:45
 3  0  16592 7929472 1661008 16504752    0    0     0    34 1745 1574 13  0 87  0  0 2018-03-21 09:28:46
 3  0  16592 7929520 1661008 16504756    0    0     0   117 1675 1063 13  0 87  0  0 2018-03-21 09:28:47
 3  0  16592 7929356 1661008 16504776    0    0     0     0 1704 1834 13  0 87  0  0 2018-03-21 09:28:48
 3  0  16592 7929272 1661008 16504800    0    0     0   101 1701 1452 13  0 87  0  0 2018-03-21 09:28:49
 3  0  16592 7929744 1661008 16504804    0    0     0   175 1617 1150 13  0 87  0  0 2018-03-21 09:28:50
 3  0  16592 7929948 1661008 16504796    0    0     0    10 1673 1605 13  0 87  0  0 2018-03-21 09:28:51
 3  0  16592 7929816 1661008 16504800    0    0     0     0 1619 1427 13  0 87  0  0 2018-03-21 09:28:52
 3  0  16592 7929824 1661008 16504764    0    0     0    13 1599 1022 13  0 87  0  0 2018-03-21 09:28:53
 3  0  16592 7928800 1661012 16504772    0    0     0   105 1801 1670 13  0 86  0  0 2018-03-21 09:28:54
 3  0  16592 7929060 1661012 16504708    0    0     0     1 1677 1383 13  0 87  0  0 2018-03-21 09:28:55
 4  0  16592 7928596 1661012 16504708    0    0     0     0 1699 1362 13  0 87  0  0 2018-03-21 09:28:56
 3  0  16592 7928064 1661012 16504724    0    0     0    74 1655 1079 13  0 87  0  0 2018-03-21 09:28:57
 3  0  16592 7930392 1661012 16504752    0    0     0   121 1779 2063 14  0 86  0  0 2018-03-21 09:28:58
 3  0  16592 7930880 1661016 16504724    0    0     0    66 1732 1548 13  0 87  0  0 2018-03-21 09:28:59
 3  0  16592 7930652 1661016 16504736    0    0     0     0 1642 1175 13  0 87  0  0 2018-03-21 09:29:00
 3  1  16592 7930024 1661016 16504740    0    0     0  3188 2553 1953 14  0 85  1  0 2018-03-21 09:29:01
 3  0  16592 7927320 1661016 16504796    0    0     0   103 1662 1568 13  0 86  0  0 2018-03-21 09:29:02
 3  0  16592 7927696 1661016 16504784    0    0     0    13 1722 1315 13  0 87  0  0 2018-03-21 09:29:03
 3  0  16592 7929964 1661020 16504788    0    0     0    72 1715 2239 14  0 85  0  0 2018-03-21 09:29:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7930352 1661020 16504808    0    0     0     0 1578 1454 13  0 87  0  0 2018-03-21 09:29:05
 3  0  16592 7930600 1661020 16504816    0    0     0   140 1633 1072 13  0 87  0  0 2018-03-21 09:29:06
 3  0  16592 7930944 1661020 16504800    0    0     0    58 1666 1527 13  0 87  0  0 2018-03-21 09:29:07
 3  0  16592 7930696 1661020 16504820    0    0     0    30 1768 1852 13  0 87  0  0 2018-03-21 09:29:08
 3  0  16592 7931284 1661024 16504832    0    0     0    47 1787 2010 13  0 87  0  0 2018-03-21 09:29:09
 3  0  16592 7929904 1661024 16504836    0    0     0     4 1656 1013 13  0 87  0  0 2018-03-21 09:29:10
 3  0  16592 7929852 1661024 16504820    0    0     0    16 2016 2223 13  0 86  0  0 2018-03-21 09:29:11
 3  0  16592 7929908 1661024 16504860    0    0     0     0 1742 1750 13  0 87  0  0 2018-03-21 09:29:12
 3  0  16592 7929928 1661024 16504868    0    0     0   231 1845 1661 13  0 86  0  0 2018-03-21 09:29:13
 3  0  16592 7929896 1661024 16504880    0    0     0     1 1804 1821 13  0 87  0  0 2018-03-21 09:29:14
 3  0  16592 7933052 1661024 16504908    0    0     0    31 2046 2172 13  0 86  0  0 2018-03-21 09:29:15
 3  0  16592 7933028 1661024 16504924    0    0     0     0 1698 1115 13  0 87  0  0 2018-03-21 09:29:16
 3  0  16592 7932492 1661024 16504948    0    0     0     0 1751 1734 14  0 86  0  0 2018-03-21 09:29:17
 3  0  16592 7932068 1661024 16504956    0    0     0   119 1698 1552 13  0 86  0  0 2018-03-21 09:29:18
 3  0  16592 7932340 1661024 16504944    0    0     0     1 1799 1395 13  0 87  0  0 2018-03-21 09:29:19
 3  0  16592 7932572 1661028 16504948    0    0     0   107 1728 1714 13  0 86  0  0 2018-03-21 09:29:20
 3  0  16592 7932992 1661028 16504972    0    0     0    31 1656 1594 13  0 87  0  0 2018-03-21 09:29:21
 3  0  16592 7932648 1661028 16504980    0    0     0     0 1689 1069 13  0 87  0  0 2018-03-21 09:29:22
 3  0  16592 7932852 1661028 16504988    0    0     0    85 1806 1700 13  0 87  0  0 2018-03-21 09:29:23
 3  0  16592 7932976 1661028 16504976    0    0     0    67 1633 1466 13  0 87  0  0 2018-03-21 09:29:24
 3  0  16592 7932560 1661032 16504996    0    0     0    43 1807 1974 13  0 87  0  0 2018-03-21 09:29:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7932580 1661032 16505004    0    0     0    63 1827 1785 13  0 87  0  0 2018-03-21 09:29:26
 3  0  16592 7932624 1661032 16504992    0    0     0     4 1745 2043 14  0 86  0  0 2018-03-21 09:29:27
 3  0  16592 7933092 1661032 16504996    0    0     0    65 1893 1633 13  0 86  0  0 2018-03-21 09:29:28
 3  0  16592 7932664 1661032 16505004    0    0     0   114 1734 1509 13  0 87  0  0 2018-03-21 09:29:29
 4  0  16592 7931736 1661036 16505024    0    0     0    28 1829 1602 13  0 86  0  0 2018-03-21 09:29:30
 3  0  16592 7931032 1661036 16505028    0    0     0    71 1812 1463 13  1 86  0  0 2018-03-21 09:29:31
 3  0  16592 7930624 1661036 16505044    0    0     0     4 1745 1212 12  1 86  0  0 2018-03-21 09:29:32
 3  0  16592 7930708 1661036 16505044    0    0     0    13 1659 1649 13  1 86  0  0 2018-03-21 09:29:33
 3  0  16592 7931184 1661036 16505064    0    0     0   139 1711 1444 13  1 86  0  0 2018-03-21 09:29:34
 3  0  16592 7932880 1661044 16505056    0    0     0    55 1644 1517 12  1 87  0  0 2018-03-21 09:29:35
 3  0  16592 7933288 1661044 16505064    0    0     0    16 1742 1145 12  1 87  0  0 2018-03-21 09:29:36
 3  0  16592 7933132 1661044 16505088    0    0     0     4 1692 1740 13  1 86  0  0 2018-03-21 09:29:37
 4  0  16592 7932100 1661044 16505108    0    0     0     6 1804 1379 13  1 86  0  0 2018-03-21 09:29:38
 3  0  16592 7931560 1661044 16505112    0    0     0    62 1767 1859 13  1 86  0  0 2018-03-21 09:29:39
 3  0  16592 7931644 1661044 16505104    0    0     0    50 1687 1097 12  1 86  0  0 2018-03-21 09:29:40
 3  0  16592 7932164 1661048 16505108    0    0     0   110 1718 1615 13  1 86  0  0 2018-03-21 09:29:41
 3  0  16592 7932188 1661048 16505124    0    0     0    73 1684 1400 13  1 86  0  0 2018-03-21 09:29:42
 3  0  16592 7932328 1661048 16505108    0    0     0    17 1723 1548 13  1 86  0  0 2018-03-21 09:29:43
 3  0  16592 7932268 1661048 16505092    0    0     0    47 1765 1669 14  1 85  0  0 2018-03-21 09:29:44
 3  0  16592 7932260 1661048 16505108    0    0     0    66 1714 1581 13  1 86  0  0 2018-03-21 09:29:45
 3  0  16592 7930468 1661052 16505128    0    0     0    43 1657 1417 13  1 86  0  0 2018-03-21 09:29:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7930788 1661052 16505132    0    0     0    20 1675 1250 13  1 86  0  0 2018-03-21 09:29:47
 3  0  16592 7931640 1661052 16505124    0    0     0     0 1799 1362 13  1 85  0  0 2018-03-21 09:29:48
 3  0  16592 7931764 1661052 16505132    0    0     0     0 1748 2064 14  1 85  0  0 2018-03-21 09:29:49
 3  0  16592 7931060 1661052 16505156    0    0     0    82 1828 1266 13  1 86  0  0 2018-03-21 09:29:50
 3  0  16592 7931128 1661052 16505152    0    0     0    27 1682 1662 13  0 87  0  0 2018-03-21 09:29:51
 3  0  16592 7931168 1661052 16505136    0    0     0    37 1709 1514 13  1 86  0  0 2018-03-21 09:29:52
 3  0  16592 7931284 1661052 16505148    0    0     0    18 1680 1447 13  1 86  0  0 2018-03-21 09:29:53
 3  0  16592 7931160 1661052 16505148    0    0     0     1 1648 1568 13  1 86  0  0 2018-03-21 09:29:54
 3  0  16592 7930724 1661052 16505156    0    0     0    30 1772 1866 13  1 85  0  0 2018-03-21 09:29:55
 3  0  16592 7931112 1661056 16505156    0    0     0    31 1714 1409 13  1 86  0  0 2018-03-21 09:29:56
 3  0  16592 7933108 1661056 16505144    0    0     0     4 1841 1350 12  2 86  0  0 2018-03-21 09:29:57
 3  0  16592 7933052 1661056 16505152    0    0     0    74 1727 1383 13  1 86  0  0 2018-03-21 09:29:58
 3  0  16592 7931256 1661056 16505160    0    0     0     0 1783 1738 13  1 86  0  0 2018-03-21 09:29:59
 3  0  16592 7930984 1661056 16505172    0    0     0    72 1605  993 12  1 87  0  0 2018-03-21 09:30:00
 3  0  16592 7930208 1661056 16505180    0    0     0    70 1661 1200 13  1 87  0  0 2018-03-21 09:30:01
 3  0  16592 7927172 1661060 16505200    0    0     0  1787 2263 2192 14  1 84  2  0 2018-03-21 09:30:02
 3  0  16592 7926832 1661060 16505204    0    0     0    86 1735 1584 13  1 86  0  0 2018-03-21 09:30:03
 3  0  16592 7927156 1661060 16505216    0    0     0     1 1643 1001 13  1 87  0  0 2018-03-21 09:30:04
 3  0  16592 7927064 1661060 16505220    0    0     0    16 1709 1503 13  1 86  0  0 2018-03-21 09:30:05
 3  0  16592 7916024 1661060 16505228    0    0     0     0 1634 2096 14  1 85  0  0 2018-03-21 09:30:06
 3  0  16592 7916028 1661064 16505228    0    0     0    88 1719 1381 13  0 87  0  0 2018-03-21 09:30:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7916580 1661064 16505252    0    0     0    35 1587 1207 13  0 87  0  0 2018-03-21 09:30:08
 3  0  16592 7918316 1661064 16505268    0    0     0     0 1681 1977 13  0 86  0  0 2018-03-21 09:30:09
 3  0  16592 7918180 1661064 16505272    0    0     0     5 1656 1223 13  0 87  0  0 2018-03-21 09:30:10
 4  0  16592 7918152 1661064 16505272    0    0     0   130 1671 1092 13  1 87  0  0 2018-03-21 09:30:11
 3  0  16592 7916624 1661064 16505284    0    0     0   196 1637 2015 13  0 86  0  0 2018-03-21 09:30:12
 3  0  16592 7916720 1661064 16505288    0    0     0    89 1608 1039 13  0 87  0  0 2018-03-21 09:30:13
 3  0  16592 7916788 1661064 16505300    0    0     0    63 1645 1225 13  0 87  0  0 2018-03-21 09:30:14
 3  0  16592 7916700 1661064 16505336    0    0     0     0 1809 1429 13  0 87  0  0 2018-03-21 09:30:15
 3  0  16592 7916652 1661064 16505348    0    0     0     0 1757 1734 14  0 86  0  0 2018-03-21 09:30:16
 3  0  16592 7916708 1661064 16505316    0    0     0    73 1660 1035 13  0 87  0  0 2018-03-21 09:30:17
 3  0  16592 7919448 1661068 16505324    0    0     0    56 1771 1283 13  0 87  0  0 2018-03-21 09:30:18
 3  0  16592 7919400 1661068 16505324    0    0     0     4 1764 1960 14  0 86  0  0 2018-03-21 09:30:19
 3  0  16592 7919736 1661068 16505332    0    0     0    18 1582 1196 13  0 87  0  0 2018-03-21 09:30:20
 3  0  16592 7919868 1661068 16505344    0    0     0     0 1580 1001 13  0 87  0  0 2018-03-21 09:30:21
 3  0  16592 7919300 1661068 16505356    0    0     0    31 1841 2161 14  0 86  0  0 2018-03-21 09:30:22
 3  0  16592 7918128 1661068 16505328    0    0     0    21 1753 1165 13  1 87  0  0 2018-03-21 09:30:23
 3  0  16592 7918160 1661072 16505332    0    0     0    33 1646 1250 13  0 87  0  0 2018-03-21 09:30:24
 3  0  16592 7918540 1661072 16505344    0    0     0    97 1649 1579 14  0 86  0  0 2018-03-21 09:30:25
 3  0  16592 7918728 1661072 16505376    0    0     0     1 1677 1700 14  0 86  0  0 2018-03-21 09:30:26
 3  0  16592 7918908 1661072 16505396    0    0     0    33 1910 3370 13  0 87  0  0 2018-03-21 09:30:27
 3  0  16592 7917408 1661072 16505420    0    0     0    77 1803 1214 12  1 86  0  0 2018-03-21 09:30:28
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7917248 1661076 16505424    0    0     0    49 1840 2103 14  1 85  0  0 2018-03-21 09:30:29
 3  0  16592 7916828 1661076 16505436    0    0     0    72 1631 1142 12  1 86  0  0 2018-03-21 09:30:30
 3  0  16592 7917040 1661076 16505444    0    0     0     0 1592  996 12  1 87  0  0 2018-03-21 09:30:31
 3  0  16592 7917208 1661076 16505448    0    0     0     0 1652 1883 14  1 86  0  0 2018-03-21 09:30:32
 3  0  16592 7916916 1661076 16505460    0    0     0   146 1771 1249 12  1 86  0  0 2018-03-21 09:30:33
 3  0  16592 7916932 1661076 16505480    0    0     0     1 1731 1257 12  2 86  0  0 2018-03-21 09:30:34
 3  0  16592 7917288 1661076 16505476    0    0     0    43 1914 2117 14  2 84  0  0 2018-03-21 09:30:35
 3  0  16592 7917180 1661076 16505504    0    0     0    16 1772 1497 13  2 86  0  0 2018-03-21 09:30:36
 4  0  16592 7917236 1661076 16505508    0    0     0     0 1788 1063 12  2 86  0  0 2018-03-21 09:30:37
 3  0  16592 7916828 1661076 16505520    0    0     0   133 1727 1574 13  1 86  0  0 2018-03-21 09:30:38
 4  0  16592 7916836 1661076 16505520    0    0     0     0 1797 1775 13  1 85  0  0 2018-03-21 09:30:39
 3  0  16592 7918508 1661080 16505528    0    0     0    43 1812 1281 12  1 86  0  0 2018-03-21 09:30:40
 3  0  16592 7919124 1661080 16505532    0    0     0     0 1749 2157 14  1 85  0  0 2018-03-21 09:30:41
 3  0  16592 7917920 1661080 16505548    0    0     0     6 1738 1222 13  1 86  0  0 2018-03-21 09:30:42
 3  0  16592 7917420 1661080 16505536    0    0     0    81 1700 1505 13  1 86  0  0 2018-03-21 09:30:43
 3  0  16592 7916968 1661080 16505548    0    0     0    63 1635 1038 12  1 87  0  0 2018-03-21 09:30:44
 3  0  16592 7914836 1661080 16505556    0    0     0    43 1734 1700 13  1 85  0  0 2018-03-21 09:30:45
 3  0  16592 7914796 1661080 16505600    0    0     0    12 1665 1325 13  1 86  0  0 2018-03-21 09:30:46
 3  0  16592 7914716 1661080 16505600    0    0     0     4 1800 1276 12  1 86  0  0 2018-03-21 09:30:47
 3  0  16592 7916104 1661080 16505628    0    0     0   167 1952 1953 14  1 85  0  0 2018-03-21 09:30:48
 3  0  16592 7915972 1661080 16505632    0    0     0     5 1690 1463 13  1 86  0  0 2018-03-21 09:30:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 4  0  16592 7916632 1661080 16505636    0    0     0     7 1708 1302 13  1 86  0  0 2018-03-21 09:30:50
 3  0  16592 7916916 1661080 16505632    0    0     0    44 1697 1686 13  0 87  0  0 2018-03-21 09:30:51
 3  0  16592 7916092 1661080 16505644    0    0     0     0 1742 1229 13  1 86  0  0 2018-03-21 09:30:52
 3  0  16592 7915960 1661080 16505648    0    0     0    17 1734 1504 13  1 86  0  0 2018-03-21 09:30:53
 3  0  16592 7915348 1661080 16505656    0    0     0     1 1690 1176 13  1 86  0  0 2018-03-21 09:30:54
 3  0  16592 7915600 1661080 16505656    0    0     0    54 1807 1994 14  1 85  0  0 2018-03-21 09:30:55
 3  0  16592 7915188 1661084 16505664    0    0     0    31 1718 1451 13  1 86  0  0 2018-03-21 09:30:56
 3  0  16592 7915616 1661084 16505672    0    0     0     6 1657 1223 13  1 87  0  0 2018-03-21 09:30:57
 3  0  16592 7915768 1661084 16505680    0    0     0     4 1693 1716 13  1 86  0  0 2018-03-21 09:30:58
 3  0  16592 7915340 1661084 16505688    0    0     0    27 1781 1253 12  1 86  0  0 2018-03-21 09:30:59
 3  0  16592 7915316 1661084 16505696    0    0     0    34 1698 1583 13  1 86  0  0 2018-03-21 09:31:00
 3  0  16592 7915192 1661084 16505696    0    0     0   123 1706 1399 12  1 86  0  0 2018-03-21 09:31:01
 3  1  16592 7905324 1661084 16505728    0    0     0  3797 2098 1467 14  1 85  0  0 2018-03-21 09:31:02
 3  0  16592 7905352 1661084 16505732    0    0     0   310 2022 1727 13  1 85  1  0 2018-03-21 09:31:03
 3  0  16592 7905444 1661084 16505716    0    0     0    27 1613 1435 13  1 86  0  0 2018-03-21 09:31:04
 3  0  16592 7904972 1661084 16505740    0    0     0     0 1632 1338 13  1 86  0  0 2018-03-21 09:31:05
 3  0  16592 7904776 1661084 16505752    0    0     0    27 1733 1473 13  1 86  0  0 2018-03-21 09:31:06
 4  0  16592 7904764 1661088 16505740    0    0     0    20 1803 1200 12  1 86  0  0 2018-03-21 09:31:07
 3  0  16592 7904904 1661088 16505744    0    0     0     0 1658 2011 14  1 85  0  0 2018-03-21 09:31:08
