procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 4  0  16592 6799572 1660844 16502244    0    0     0     4 2043 1396 17  0 83  0  0 2018-03-21 09:24:35
 4  0  16592 6799760 1660844 16502264    0    0     0    45 2011 1881 17  0 83  0  0 2018-03-21 09:24:36
 4  1  16592 6799856 1660852 16502260    0    0     0   122 1992 1942 17  0 82  0  0 2018-03-21 09:24:37
 4  0  16592 6799972 1660852 16502276    0    0     0    34 2032 1468 17  0 83  0  0 2018-03-21 09:24:38
 4  0  16592 6799288 1660852 16502284    0    0     0     0 1857 1214 17  0 83  0  0 2018-03-21 09:24:39
 4  0  16592 6799776 1660852 16502296    0    0     0     0 1984 1824 18  0 82  0  0 2018-03-21 09:24:40
 4  0  16592 6799740 1660852 16502300    0    0     0     0 1982 1786 17  0 83  0  0 2018-03-21 09:24:41
 4  0  16592 6799600 1660852 16502284    0    0     0    89 1989 1544 17  0 83  0  0 2018-03-21 09:24:42
 4  0  16592 6799832 1660856 16502292    0    0     0    57 2061 1657 17  0 82  0  0 2018-03-21 09:24:43
 4  0  16592 6802140 1660856 16502296    0    0     0    88 2051 1972 18  0 82  0  0 2018-03-21 09:24:44
 4  0  16592 6802148 1660856 16502292    0    0     0     4 1980 1776 17  0 83  0  0 2018-03-21 09:24:45
 4  0  16592 6801032 1660856 16502324    0    0     0     0 2030 1550 17  0 82  0  0 2018-03-21 09:24:46
18  0  16592 6799720 1660856 16502332    0    0     0     4 1976 1500 18  0 82  0  0 2018-03-21 09:24:47
 4  0  16592 6799324 1660864 16502360    0    0     0   113 2102 2185 17  0 82  0  0 2018-03-21 09:24:48
 4  0  16592 6799588 1660864 16502364    0    0     0     0 1857 1223 17  0 83  0  0 2018-03-21 09:24:49
 4  0  16592 6799092 1660864 16502392    0    0     0    30 2135 2063 18  0 82  0  0 2018-03-21 09:24:50
 4  0  16592 6782136 1660864 16502604    0    0     0     0 3025 4781 19  1 80  0  0 2018-03-21 09:24:51
 4  0  16592 6781872 1660864 16502612    0    0     0     0 2019 1587 17  0 83  0  0 2018-03-21 09:24:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 4  0  16592 6781468 1660868 16502636    0    0     0   222 2101 1623 17  0 82  0  0 2018-03-21 09:24:53
 4  0  16592 6779312 1660868 16502644    0    0     0     1 2152 2225 18  0 82  0  0 2018-03-21 09:24:54
 4  0  16592 6779024 1660868 16502648    0    0     0    78 1922 1580 17  0 83  0  0 2018-03-21 09:24:55
 4  0  16592 6779420 1660868 16502656    0    0     0     0 1991 1845 17  0 83  0  0 2018-03-21 09:24:56
 4  0  16592 6780160 1660868 16502660    0    0     0     0 1950 1665 17  0 83  0  0 2018-03-21 09:24:57
 4  1  16592 6780772 1660872 16502668    0    0     0   125 2154 2211 18  0 82  0  0 2018-03-21 09:24:58
 4  0  16592 6781160 1660872 16502672    0    0     0  3841 2659 1730 17  0 81  2  0 2018-03-21 09:24:59
 4  0  16592 6781188 1660872 16502672    0    0     0    77 2274 2219 17  1 82  0  0 2018-03-21 09:25:00
 4  0  16592 6780652 1660872 16502676    0    0     0     1 2064 1412 17  0 82  0  0 2018-03-21 09:25:01
 4  0  16592 6781876 1660872 16502712    0    0     0     0 2184 1768 17  0 83  0  0 2018-03-21 09:25:02
 4  0  16592 6781992 1660872 16502704    0    0     0    17 2057 1242 17  0 83  0  0 2018-03-21 09:25:03
 4  0  16592 6777944 1660884 16502708    0    0     0    88 2230 2536 18  0 81  0  0 2018-03-21 09:25:04
 4  0  16592 6778216 1660884 16502712    0    0     0   158 2108 1699 17  1 82  0  0 2018-03-21 09:25:05
 4  0  16592 6778256 1660884 16502728    0    0     0     0 2068 1452 17  0 83  0  0 2018-03-21 09:25:06
 4  0  16592 6778672 1660884 16502716    0    0     0     0 2025 1659 18  0 82  0  0 2018-03-21 09:25:07
 4  0  16592 6780132 1660884 16502712    0    0     0     0 2063 1728 17  0 83  0  0 2018-03-21 09:25:08
 5  0  16592 6780388 1660884 16502712    0    0     0    51 2037 1604 17  0 82  0  0 2018-03-21 09:25:09
 4  0  16592 6780016 1660884 16502716    0    0     0   157 2096 2127 18  0 82  0  0 2018-03-21 09:25:10
 4  0  16592 6782068 1660884 16502696    0    0     0     1 2001 1378 17  0 83  0  0 2018-03-21 09:25:11
 4  0  16592 6781360 1660884 16502732    0    0     0     4 2095 1864 17  0 82  0  0 2018-03-21 09:25:12
 4  0  16592 6781664 1660884 16502744    0    0     0   199 1966 1208 17  0 83  0  0 2018-03-21 09:25:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 4  0  16592 6781704 1660892 16502760    0    0     0    56 2072 2515 18  0 82  0  0 2018-03-21 09:25:14
 4  0  16592 6780632 1660892 16502760    0    0     0    21 2019 1586 17  0 83  0  0 2018-03-21 09:25:15
 4  0  16592 6778136 1660892 16502788    0    0     0     1 2016 1548 18  0 82  0  0 2018-03-21 09:25:16
 5  0  16592 6777792 1660892 16502808    0    0     0     0 1904 1238 17  0 83  0  0 2018-03-21 09:25:17
 4  0  16592 6777800 1660892 16502828    0    0     0    81 2167 2280 19  0 81  0  0 2018-03-21 09:25:18
 4  0  16592 6778132 1660892 16502804    0    0     0   100 2089 1572 17  0 82  0  0 2018-03-21 09:25:19
 4  0  16592 6778288 1660892 16502836    0    0     0   113 2050 1714 17  0 83  0  0 2018-03-21 09:25:20
 4  0  16592 6778436 1660892 16502844    0    0     0     4 2024 1820 18  0 82  0  0 2018-03-21 09:25:21
 4  0  16592 6778336 1660892 16502856    0    0     0     0 2011 2131 18  0 82  0  0 2018-03-21 09:25:22
 4  0  16592 6778780 1660892 16502856    0    0     0   113 2034 1197 17  0 83  0  0 2018-03-21 09:25:23
 4  0  16592 6778648 1660892 16502864    0    0     0   100 2099 2264 17  0 82  0  0 2018-03-21 09:25:24
 4  0  16592 6778384 1660892 16502872    0    0     0    66 2102 1915 18  1 81  0  0 2018-03-21 09:25:25
 4  0  16592 6778144 1660892 16502892    0    0     0     0 1899 1361 17  0 83  0  0 2018-03-21 09:25:26
 4  0  16592 6778596 1660892 16502892    0    0     0     0 1990 1314 17  0 83  0  0 2018-03-21 09:25:27
 4  0  16592 6778752 1660892 16502916    0    0     0    34 2183 2518 18  0 81  0  0 2018-03-21 09:25:28
 4  0  16592 6778376 1660896 16502992    0    0     0   133 2202 1694 17  0 82  0  0 2018-03-21 09:25:29
 4  0  16592 6779084 1660896 16503000    0    0     0     0 2059 1890 17  1 83  0  0 2018-03-21 09:25:30
 4  0  16592 6777524 1660896 16502996    0    0     0     0 2059 1420 17  0 82  0  0 2018-03-21 09:25:31
 4  0  16592 6777664 1660896 16503012    0    0     0     0 2057 2130 17  0 82  0  0 2018-03-21 09:25:32
 4  0  16592 6779176 1660896 16503032    0    0     0    57 2078 1291 17  0 83  0  0 2018-03-21 09:25:33
 4  0  16592 6779052 1660904 16503044    0    0     0    56 2004 2686 18  0 82  0  0 2018-03-21 09:25:34
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 4  0  16592 6778396 1660904 16503076    0    0     0    30 2071 1618 17  0 82  0  0 2018-03-21 09:25:35
 6  0  16592 6773832 1660904 16503432    0    0     0    75 2724 8583 21  0 79  0  0 2018-03-21 09:25:36
 6  0  16592 6760584 1660904 16505756    0    0     0     0 3191 11700 27  0 73  0  0 2018-03-21 09:25:37
 8  0  16592 6761032 1660904 16503892    0    0     0    73 2407 9070 23  0 77  0  0 2018-03-21 09:25:38
 5  0  16592 6752280 1660904 16503888    0    0     0   148 2811 4866 27  0 73  0  0 2018-03-21 09:25:39
 7  0  16592 6753768 1660904 16503876    0    0     0    70 2362 7089 22  0 78  0  0 2018-03-21 09:25:40
 8  0  16592 6745224 1660904 16503900    0    0     0   432 2879 10075 28  0 72  0  0 2018-03-21 09:25:41
 4  0  16592 6728408 1660904 16504080    0    0     0     0 2952 5373 28  0 72  0  0 2018-03-21 09:25:42
 3  0  16592 7926436 1660904 16503888    0    0     0    85 3706 4776 16  0 83  0  0 2018-03-21 09:25:43
 3  0  16592 7926176 1660908 16503836    0    0     0   108 1811 1710 13  0 87  0  0 2018-03-21 09:25:44
 3  0  16592 7926408 1660908 16503832    0    0     0    30 1662 1219 13  0 87  0  0 2018-03-21 09:25:45
 3  0  16592 7926044 1660908 16503828    0    0     0    12 1783 2346 14  0 86  0  0 2018-03-21 09:25:46
 3  0  16592 7926932 1660908 16503632    0    0     0   305 1636 1105 13  0 87  0  0 2018-03-21 09:25:47
 3  0  16592 7926788 1660908 16503652    0    0     0     1 1661 1262 13  0 87  0  0 2018-03-21 09:25:48
 3  0  16592 7927636 1660908 16503660    0    0     0    35 1730 1497 13  0 87  0  0 2018-03-21 09:25:49
 3  0  16592 7927720 1660908 16503672    0    0     0     0 1604 1739 13  0 87  0  0 2018-03-21 09:25:50
 4  0  16592 7928420 1660908 16503524    0    0     0    62 1611 1097 13  0 87  0  0 2018-03-21 09:25:51
 3  0  16592 7928380 1660908 16503536    0    0     0     0 1708 1152 13  1 87  0  0 2018-03-21 09:25:52
 3  0  16592 7928528 1660908 16503540    0    0     0    59 1674 1600 13  1 86  0  0 2018-03-21 09:25:53
 3  0  16592 7928248 1660908 16503548    0    0     0    73 1641 1409 13  1 86  0  0 2018-03-21 09:25:54
 3  0  16592 7927656 1660908 16503496    0    0     0    31 1713 1183 13  1 86  0  0 2018-03-21 09:25:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  1  16592 7927040 1660908 16503496    0    0     0   160 1934 1920 13  1 86  0  0 2018-03-21 09:25:56
 3  0  16592 7928288 1660908 16503452    0    0     0     1 1627 1310 13  1 86  0  0 2018-03-21 09:25:57
 3  0  16592 7928800 1660908 16503464    0    0     0     0 1582 1102 13  1 86  0  0 2018-03-21 09:25:58
 3  1  16592 7928224 1660908 16503436    0    0     0  2763 2113 1652 13  1 85  1  0 2018-03-21 09:25:59
 3  0  16592 7928372 1660912 16503368    0    0     0   344 1910 2046 14  1 85  1  0 2018-03-21 09:26:00
 3  0  16592 7928528 1660912 16503380    0    0     0    37 1624 1009 12  1 87  0  0 2018-03-21 09:26:01
 3  0  16592 7928776 1660912 16503384    0    0     0     4 1631 1489 13  1 86  0  0 2018-03-21 09:26:02
 3  0  16592 7928944 1660912 16503392    0    0     0    17 1662 1248 13  1 86  0  0 2018-03-21 09:26:03
 3  0  16592 7929272 1660912 16503344    0    0     0     1 1581 1366 13  0 87  0  0 2018-03-21 09:26:04
 3  0  16592 7929360 1660912 16503296    0    0     0    58 1618 1070 13  1 87  0  0 2018-03-21 09:26:05
 3  0  16592 7929264 1660916 16503296    0    0     0   138 1704 1810 13  1 86  0  0 2018-03-21 09:26:06
 4  0  16592 7928884 1660916 16503252    0    0     0     4 1635 1264 13  1 86  0  0 2018-03-21 09:26:07
 3  0  16592 7928724 1660916 16503220    0    0     0     0 1638 1299 13  1 87  0  0 2018-03-21 09:26:08
 3  0  16592 7929244 1660916 16503224    0    0     0     0 1633 1298 13  1 86  0  0 2018-03-21 09:26:09
 3  0  16592 7930372 1660916 16503236    0    0     0     5 1662 1812 13  1 86  0  0 2018-03-21 09:26:10
 6  0  16592 7931892 1660916 16503200    0    0     0  2084 1883 1236 13  1 86  0  0 2018-03-21 09:26:11
 3  0  16592 7931940 1660916 16503172    0    0     0   117 1712 1774 13  1 86  0  0 2018-03-21 09:26:12
 3  0  16592 7936856 1660916 16503192    0    0     0    33 1721 1351 13  1 86  0  0 2018-03-21 09:26:13
 3  0  16592 7937156 1660916 16503204    0    0     0   281 1743 1208 13  1 87  0  0 2018-03-21 09:26:14
 3  0  16592 7935812 1660916 16503208    0    0     0     0 1681 1397 13  1 86  0  0 2018-03-21 09:26:15
 3  0  16592 7935244 1660916 16503172    0    0     0     0 1821 1500 13  0 87  0  0 2018-03-21 09:26:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7934776 1660920 16503184    0    0     0   257 1863 1587 13  0 86  0  0 2018-03-21 09:26:17
 3  0  16592 7935040 1660920 16503204    0    0     0    45 1667 1508 13  0 87  0  0 2018-03-21 09:26:18
 3  0  16592 7934996 1660920 16503220    0    0     0     7 1729 1182 13  0 87  0  0 2018-03-21 09:26:19
 3  0  16592 7935044 1660920 16503232    0    0     0     0 1699 1744 14  0 86  0  0 2018-03-21 09:26:20
 4  0  16592 7935420 1660920 16503240    0    0     0    34 1635 1053 13  0 87  0  0 2018-03-21 09:26:21
 3  0  16592 7935508 1660920 16503236    0    0     0   148 1796 1635 12  0 87  0  0 2018-03-21 09:26:22
 3  0  16592 7935180 1660920 16503224    0    0     0    22 1897 1871 13  0 87  0  0 2018-03-21 09:26:23
 3  0  16592 7935452 1660920 16503240    0    0     0     1 1782 1314 13  0 87  0  0 2018-03-21 09:26:24
20  0  16592 7935744 1660920 16503260    0    0     0    72 1750 1215 13  0 87  0  0 2018-03-21 09:26:25
 3  0  16592 7935848 1660920 16503268    0    0     0    53 1922 2070 14  0 86  0  0 2018-03-21 09:26:26
 3  0  16592 7935576 1660924 16503260    0    0     0    32 1852 1590 13  0 87  0  0 2018-03-21 09:26:27
 3  0  16592 7935684 1660924 16503272    0    0     0    62 1743 1569 13  0 87  0  0 2018-03-21 09:26:28
 3  0  16592 7935972 1660924 16503272    0    0     0     0 1685 1149 13  0 87  0  0 2018-03-21 09:26:29
 3  0  16592 7936072 1660924 16503280    0    0     0    16 1614 1667 14  0 86  0  0 2018-03-21 09:26:30
 3  0  16592 7936240 1660924 16503280    0    0     0     0 1702 1056 13  0 87  0  0 2018-03-21 09:26:31
 3  0  16592 7935820 1660924 16503292    0    0     0   112 1753 1714 13  0 87  0  0 2018-03-21 09:26:32
 3  0  16592 7937572 1660928 16503312    0    0     0    83 1857 1875 13  0 86  0  0 2018-03-21 09:26:33
 3  0  16592 7936352 1660928 16503344    0    0     0    47 1617 1187 13  0 87  0  0 2018-03-21 09:26:34
 4  0  16592 7935724 1660928 16503360    0    0     0     0 1610 1154 13  0 87  0  0 2018-03-21 09:26:35
 3  0  16592 7935564 1660928 16503376    0    0     0     0 1677 1944 14  0 86  0  0 2018-03-21 09:26:36
 3  0  16592 7935432 1660928 16503360    0    0     0     6 1647 1467 13  0 87  0  0 2018-03-21 09:26:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7935184 1660936 16503364    0    0     0    93 1691 1667 13  0 87  0  0 2018-03-21 09:26:38
 3  0  16592 7935032 1660936 16503356    0    0     0     0 1749 1380 13  0 87  0  0 2018-03-21 09:26:39
 3  0  16592 7935428 1660936 16503368    0    0     0    61 1784 1723 13  0 87  0  0 2018-03-21 09:26:40
 3  0  16592 7935008 1660936 16503384    0    0     0     1 1677 1181 13  0 87  0  0 2018-03-21 09:26:41
 3  0  16592 7935404 1660936 16503404    0    0     0   166 1992 2263 15  0 85  0  0 2018-03-21 09:26:42
 3  0  16592 7935388 1660936 16503388    0    0     0    73 1819 1741 13  0 87  0  0 2018-03-21 09:26:43
 3  0  16592 7935552 1660936 16503404    0    0     0    62 1775 1279 13  0 87  0  0 2018-03-21 09:26:44
 3  0  16592 7935672 1660936 16503408    0    0     0     1 1669 1624 13  0 87  0  0 2018-03-21 09:26:45
 3  0  16592 7935448 1660936 16503420    0    0     0    66 1694 1476 13  0 87  0  0 2018-03-21 09:26:46
 3  0  16592 7935856 1660936 16503412    0    0     0   137 1648 1650 13  0 87  0  0 2018-03-21 09:26:47
 3  1  16592 7935956 1660936 16503440    0    0     0    64 1699 1394 13  0 87  0  0 2018-03-21 09:26:48
 3  0  16592 7934840 1660936 16503444    0    0     0    40 1636 1576 13  0 87  0  0 2018-03-21 09:26:49
 3  0  16592 7935036 1660936 16503448    0    0     0     0 1553 1071 13  0 87  0  0 2018-03-21 09:26:50
 3  0  16592 7935216 1660936 16503428    0    0     0    42 1631 1741 13  0 87  0  0 2018-03-21 09:26:51
 3  0  16592 7935532 1660936 16503444    0    0     0    12 1574 1356 13  0 87  0  0 2018-03-21 09:26:52
 3  0  16592 7935916 1660936 16503456    0    0     0    69 1847 1674 13  0 86  0  0 2018-03-21 09:26:53
 3  0  16592 7934588 1660940 16503464    0    0     0    48 1645 1045 13  0 87  0  0 2018-03-21 09:26:54
 3  0  16592 7937344 1660940 16503472    0    0     0    72 1714 1516 13  0 87  0  0 2018-03-21 09:26:55
 3  0  16592 7937024 1660940 16503460    0    0     0     0 1706 1351 13  0 87  0  0 2018-03-21 09:26:56
 3  0  16592 7937148 1660940 16503468    0    0     0    42 1657 1492 13  0 87  0  0 2018-03-21 09:26:57
 3  0  16592 7937652 1660940 16503464    0    0     0     0 1588 1316 13  0 87  0  0 2018-03-21 09:26:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7937764 1660940 16503480    0    0     0   105 1811 1771 13  0 87  0  0 2018-03-21 09:26:59
 5  0  16592 7937480 1660940 16503524    0    0     0  2865 2494 1482 13  0 85  1  0 2018-03-21 09:27:00
 3  0  16592 7937064 1660940 16503528    0    0     0    23 1805 1900 13  0 86  0  0 2018-03-21 09:27:01
 3  0  16592 7937188 1660940 16503536    0    0     0     0 1660 1318 13  0 87  0  0 2018-03-21 09:27:02
 3  0  16592 7937560 1660940 16503520    0    0     0    43 1706 1296 13  0 87  0  0 2018-03-21 09:27:03
 3  0  16592 7937688 1660940 16503524    0    0     0    31 1676 1444 13  0 87  0  0 2018-03-21 09:27:04
 3  0  16592 7937804 1660940 16503552    0    0     0    65 1615 1526 13  0 87  0  0 2018-03-21 09:27:05
 3  0  16592 7937804 1660940 16503560    0    0     0     7 1698 1369 13  0 87  0  0 2018-03-21 09:27:06
 3  0  16592 7937900 1660940 16503564    0    0     0    16 1626 1588 13  0 87  0  0 2018-03-21 09:27:07
 3  0  16592 7937900 1660940 16503576    0    0     0   130 1720 1305 13  0 87  0  0 2018-03-21 09:27:08
 3  0  16592 7938024 1660940 16503588    0    0     0    35 1637 1545 13  0 87  0  0 2018-03-21 09:27:09
 3  0  16592 7938212 1660940 16503592    0    0     0     0 1699 1470 13  0 87  0  0 2018-03-21 09:27:10
 3  0  16592 7938564 1660940 16503596    0    0     0    46 1956 1681 13  0 86  0  0 2018-03-21 09:27:11
 3  0  16592 7938440 1660944 16503600    0    0     0    12 1680 1467 13  0 87  0  0 2018-03-21 09:27:12
 3  0  16592 7938568 1660944 16503608    0    0     0    43 1625 1049 13  0 87  0  0 2018-03-21 09:27:13
 3  0  16592 7933812 1660948 16503624    0    0     0    43 1782 1545 14  1 86  0  0 2018-03-21 09:27:14
 4  0  16592 7934004 1660948 16503616    0    0     0     4 1678 1480 13  0 87  0  0 2018-03-21 09:27:15
 3  0  16592 7933736 1660948 16503632    0    0     0    42 1769 1614 13  0 87  0  0 2018-03-21 09:27:16
 3  0  16592 7933892 1660948 16503632    0    0     0     0 1713 1439 13  0 87  0  0 2018-03-21 09:27:17
 3  0  16592 7933544 1660948 16503648    0    0     0   136 1748 1685 13  0 87  0  0 2018-03-21 09:27:18
 3  0  16592 7933916 1660948 16503648    0    0     0    38 1717 1217 13  0 87  0  0 2018-03-21 09:27:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7936044 1660952 16503640    0    0     0    51 1762 1879 14  0 86  0  0 2018-03-21 09:27:20
 3  0  16592 7933748 1660952 16503652    0    0     0    34 1780 1459 13  0 87  0  0 2018-03-21 09:27:21
 3  0  16592 7932452 1660952 16503676    0    0     0     0 1696 1163 13  0 87  0  0 2018-03-21 09:27:22
 3  0  16592 7932320 1660952 16503660    0    0     0    89 1750 1714 13  0 87  0  0 2018-03-21 09:27:23
 3  0  16592 7932176 1660952 16503676    0    0     0     5 1605 1171 13  0 87  0  0 2018-03-21 09:27:24
 3  0  16592 7932300 1660952 16503684    0    0     0    51 1765 1561 13  0 87  0  0 2018-03-21 09:27:25
 3  0  16592 7932380 1660952 16503696    0    0     0   125 1713 1808 13  0 86  0  0 2018-03-21 09:27:26
 3  0  16592 7932460 1660952 16503696    0    0     0     1 1680 1081 13  0 87  0  0 2018-03-21 09:27:27
 3  0  16592 7932600 1660952 16503700    0    0     0     0 1556 1143 13  0 87  0  0 2018-03-21 09:27:28
 3  0  16592 7932468 1660952 16503704    0    0     0     5 1743 1400 13  0 87  0  0 2018-03-21 09:27:29
 3  0  16592 7932088 1660952 16503716    0    0     0     4 1611 1729 13  0 87  0  0 2018-03-21 09:27:30
 3  0  16592 7932384 1660956 16503728    0    0     0    66 1808 1299 13  0 87  0  0 2018-03-21 09:27:31
 3  0  16592 7932464 1660956 16503736    0    0     0    16 1665 1536 13  1 86  0  0 2018-03-21 09:27:32
 3  0  16592 7932092 1660956 16503736    0    0     0     9 1748 1638 13  1 85  0  0 2018-03-21 09:27:33
 3  0  16592 7931944 1660956 16503748    0    0     0     1 1620 1155 12  1 86  0  0 2018-03-21 09:27:34
 3  0  16592 7930812 1660956 16503788    0    0     0     0 1785 1686 13  1 87  0  0 2018-03-21 09:27:35
 3  0  16592 7930292 1660960 16503800    0    0     0    88 1792 1708 13  1 85  0  0 2018-03-21 09:27:36
 3  0  16592 7930132 1660960 16503808    0    0     0     1 1685 1161 12  1 86  0  0 2018-03-21 09:27:37
 3  0  16592 7931288 1660960 16503800    0    0     0     0 1661 1076 12  1 86  0  0 2018-03-21 09:27:38
 3  0  16592 7931376 1660960 16503804    0    0     0    43 1768 1796 13  1 86  0  0 2018-03-21 09:27:39
 3  0  16592 7931324 1660960 16503812    0    0     0    30 1709 1377 13  1 86  0  0 2018-03-21 09:27:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 3  0  16592 7931004 1660964 16503820    0    0     0    31 1657 1276 12  1 86  0  0 2018-03-21 09:27:41
 3  0  16592 7931076 1660964 16503824    0    0     0    42 1732 1575 13  1 85  0  0 2018-03-21 09:27:42
 5  0  16592 7930860 1660964 16503800    0    0     0     9 1855 1808 13  1 86  0  0 2018-03-21 09:27:43
 3  0  16592 7930828 1660964 16503820    0    0     0     1 2267 1228 12  2 86  0  0 2018-03-21 09:27:44
 3  0  16592 7932952 1660964 16503836    0    0     0    54 2171 1778 13  1 85  0  0 2018-03-21 09:27:45
 3  0  16592 7932612 1660964 16503844    0    0     0     0 1989 1334 13  1 86  0  0 2018-03-21 09:27:46
 3  0  16592 7932752 1660968 16503856    0    0     0   104 2044 1931 13  1 85  0  0 2018-03-21 09:27:47
 3  0  16592 7932180 1660968 16503864    0    0     0     1 1716  982 12  1 87  0  0 2018-03-21 09:27:48
 3  0  16592 7931944 1660968 16503868    0    0     0    35 1961 2117 13  1 85  0  0 2018-03-21 09:27:49
 4  0  16592 7932832 1660968 16503868    0    0     0     0 1767 1224 13  1 86  0  0 2018-03-21 09:27:50
 3  0  16592 7933984 1660968 16503880    0    0     0     0 1812 1500 13  1 86  0  0 2018-03-21 09:27:51
 3  0  16592 7934580 1660972 16503888    0    0     0    69 1809 1361 13  1 86  0  0 2018-03-21 09:27:52
 3  0  16592 7934068 1660972 16503908    0    0     0    13 1871 1963 14  1 85  0  0 2018-03-21 09:27:53
 3  0  16592 7933804 1660972 16503912    0    0     0   149 1671  939 13  1 87  0  0 2018-03-21 09:27:54
 3  0  16592 7933416 1660972 16503912    0    0     0     0 1740 2275 14  1 85  0  0 2018-03-21 09:27:55
 3  0  16592 7933904 1660972 16503916    0    0     0     0 1623  855 12  1 86  0  0 2018-03-21 09:27:56
 3  0  16592 7933992 1660972 16503928    0    0     0   176 1736 1792 13  1 86  0  0 2018-03-21 09:27:57
 3  0  16592 7934288 1660972 16503920    0    0     0     1 1627  825 12  1 86  0  0 2018-03-21 09:27:58
 3  0  16592 7933516 1660972 16503936    0    0     0    72 1850 2078 13  1 86  0  0 2018-03-21 09:27:59
 3  0  16592 7933860 1660972 16503964    0    0     0    29 1625  910 13  1 86  0  0 2018-03-21 09:28:00
 3  0  16592 7934684 1660972 16503980    0    0     0  2585 2183 1980 13  1 84  1  0 2018-03-21 09:28:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 4  0  16592 7934812 1660976 16503980    0    0     0    49 1638 1329 13  1 86  0  0 2018-03-21 09:28:02
 3  0  16592 7934472 1660976 16503996    0    0     0    29 1781 1692 13  1 86  0  0 2018-03-21 09:28:03
 3  0  16592 7934544 1660976 16504000    0    0     0     1 1733 1404 13  1 86  0  0 2018-03-21 09:28:04
 3  0  16592 7934188 1660976 16504004    0    0     0     0 1769 1557 13  1 86  0  0 2018-03-21 09:28:05
 3  0  16592 7934320 1660976 16504012    0    0     0    57 1636 1431 13  1 86  0  0 2018-03-21 09:28:06
 3  0  16592 7934436 1660980 16504020    0    0     0    28 1734 1656 12  1 86  0  0 2018-03-21 09:28:07
 3  0  16592 7934304 1660980 16504024    0    0     0     4 1625 1047 12  1 87  0  0 2018-03-21 09:28:08
 3  0  16592 7934584 1660980 16504028    0    0     0     0 1677 1920 13  1 86  0  0 2018-03-21 09:28:09
 3  1  16592 7935924 1660980 16504040    0    0     0     9 1724 1397 13  1 85  1  0 2018-03-21 09:28:10
 3  1  16592 7936076 1660980 16504048    0    0     0   117 1765 1274 13  1 82  4  0 2018-03-21 09:28:11
 3  0  16592 7935884 1660984 16504048    0    0     0    81 1700 1459 13  1 85  1  0 2018-03-21 09:28:12
 3  0  16592 7935880 1660984 16504060    0    0     0    17 1683 1467 13  1 86  0  0 2018-03-21 09:28:13
 3  0  16592 7935920 1660984 16504064    0    0     0     5 1592 1225 13  1 86  0  0 2018-03-21 09:28:14
 3  0  16592 7935244 1660984 16504072    0    0     0    39 1792 1597 13  1 86  0  0 2018-03-21 09:28:15
 3  0  16592 7935060 1660984 16504084    0    0     0    66 1736 1494 13  1 86  0  0 2018-03-21 09:28:16
 3  0  16592 7935192 1660984 16504092    0    0     0     0 1606 1371 13  1 86  0  0 2018-03-21 09:28:17
 3  0  16592 7934940 1660988 16504100    0    0     0    35 1713 1103 12  1 86  0  0 2018-03-21 09:28:18
 3  0  16592 7934528 1660988 16504100    0    0     0     0 1712 1938 14  0 86  0  0 2018-03-21 09:28:19
 3  0  16592 7936028 1660988 16504104    0    0     0     0 1636 1393 13  1 86  0  0 2018-03-21 09:28:20
 4  0  16592 7937716 1660988 16504112    0    0     0    22 1707 1333 12  1 87  0  0 2018-03-21 09:28:21
 3  0  16592 7937840 1660988 16504120    0    0     0     0 1602 1242 13  1 86  0  0 2018-03-21 09:28:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
